order_id,order_date,order_time,num_drinks,total_cost,drink1,drink2,drink3,drink4,drink5,drink6,drink7,drink8,drink9,drink10
10016398,2023-02-28,12:51:51,3,16,0006,0045,0002,0000,0000,0000,0000,0000,0000,0000
10016399,2023-02-28,13:00:33,1,5,0015,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016400,2023-02-28,13:03:46,5,23,0037,0046,0019,0020,0027,0000,0000,0000,0000,0000
10016401,2023-02-28,13:08:48,10,46,0015,0016,0021,0003,0025,0037,0021,0001,0005,0018
10016402,2023-02-28,13:13:03,10,46,0017,0017,0002,0001,0020,0022,0036,0024,0034,0004
10016403,2023-02-28,13:16:29,3,14,0002,0035,0027,0000,0000,0000,0000,0000,0000,0000
10016404,2023-02-28,13:22:53,2,10,0008,0003,0000,0000,0000,0000,0000,0000,0000,0000
10016405,2023-02-28,13:26:30,6,28,0013,0026,0035,0020,0004,0009,0000,0000,0000,0000
10016406,2023-02-28,13:35:25,8,39,0037,0031,0018,0002,0015,0045,0042,0004,0000,0000
10016407,2023-02-28,13:42:47,4,21,0045,0009,0009,0011,0000,0000,0000,0000,0000,0000
10016408,2023-02-28,13:47:16,1,5,0015,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016409,2023-02-28,13:49:58,8,39,0046,0020,0023,0042,0003,0010,0005,0001,0000,0000
10016410,2023-02-28,13:58:08,1,5,0002,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016411,2023-02-28,14:04:12,2,10,0043,0002,0000,0000,0000,0000,0000,0000,0000,0000
10016412,2023-02-28,14:10:22,5,21,0035,0037,0021,0022,0043,0000,0000,0000,0000,0000
10016413,2023-02-28,14:15:16,10,45,0016,0022,0018,0033,0037,0039,0006,0035,0008,0024
10016414,2023-02-28,14:23:40,6,27,0012,0018,0006,0038,0037,0020,0000,0000,0000,0000
10016415,2023-02-28,14:32:22,8,40,0010,0026,0011,0021,0038,0005,0040,0044,0000,0000
10016416,2023-02-28,14:35:23,9,41,0013,0035,0018,0018,0001,0028,0012,0006,0033,0000
10016417,2023-02-28,14:41:09,1,5,0032,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016418,2023-02-28,14:49:44,7,34,0039,0034,0010,0043,0042,0043,0041,0000,0000,0000
10016419,2023-02-28,14:53:50,9,45,0009,0040,0040,0015,0033,0032,0006,0028,0045,0000
10016420,2023-02-28,14:57:07,3,14,0029,0036,0010,0000,0000,0000,0000,0000,0000,0000
10016421,2023-02-28,15:00:20,6,27,0005,0037,0020,0035,0011,0001,0000,0000,0000,0000
10016422,2023-02-28,15:07:59,5,24,0009,0018,0025,0003,0003,0000,0000,0000,0000,0000
10016423,2023-02-28,15:14:18,3,13,0036,0041,0034,0000,0000,0000,0000,0000,0000,0000
10016424,2023-02-28,15:22:40,7,37,0014,0025,0004,0046,0026,0042,0045,0000,0000,0000
10016425,2023-02-28,15:30:27,4,21,0027,0041,0045,0009,0000,0000,0000,0000,0000,0000
10016426,2023-02-28,15:33:23,4,21,0006,0008,0029,0046,0000,0000,0000,0000,0000,0000
10016427,2023-02-28,15:35:36,1,5,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016428,2023-02-28,15:41:45,10,49,0018,0027,0015,0035,0009,0001,0044,0015,0035,0044
10016429,2023-02-28,15:45:52,5,24,0032,0029,0032,0022,0042,0000,0000,0000,0000,0000
10016430,2023-02-28,15:50:26,1,4,0018,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016431,2023-02-28,15:53:06,6,27,0003,0037,0003,0035,0043,0034,0000,0000,0000,0000
10016432,2023-02-28,16:01:48,5,25,0041,0032,0038,0019,0045,0000,0000,0000,0000,0000
10016433,2023-02-28,16:04:19,1,5,0014,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016434,2023-02-28,16:07:44,5,25,0015,0027,0038,0031,0011,0000,0000,0000,0000,0000
10016435,2023-02-28,16:09:02,7,33,0032,0036,0032,0043,0014,0036,0025,0000,0000,0000
10016436,2023-02-28,16:16:43,3,14,0030,0007,0037,0000,0000,0000,0000,0000,0000,0000
10016437,2023-02-28,16:24:05,8,38,0031,0031,0007,0021,0011,0037,0039,0005,0000,0000
10016438,2023-02-28,16:26:07,8,40,0029,0004,0001,0046,0039,0020,0044,0021,0000,0000
10016439,2023-02-28,16:31:16,6,30,0031,0006,0038,0009,0024,0004,0000,0000,0000,0000
10016440,2023-02-28,16:38:19,5,24,0040,0023,0027,0012,0001,0000,0000,0000,0000,0000
10016441,2023-02-28,16:40:00,3,16,0024,0001,0045,0000,0000,0000,0000,0000,0000,0000
10016442,2023-02-28,16:46:51,4,20,0012,0040,0039,0004,0000,0000,0000,0000,0000,0000
10016443,2023-02-28,16:55:20,6,30,0003,0014,0003,0002,0016,0025,0000,0000,0000,0000
10016444,2023-02-28,16:59:58,6,28,0020,0039,0016,0032,0020,0026,0000,0000,0000,0000
10016445,2023-02-28,17:05:30,4,20,0027,0041,0014,0014,0000,0000,0000,0000,0000,0000
10016446,2023-02-28,17:10:40,9,41,0012,0020,0042,0029,0021,0033,0009,0004,0035,0000
10016447,2023-02-28,17:13:22,10,49,0043,0009,0011,0033,0001,0021,0016,0044,0017,0010
10016448,2023-02-28,17:18:53,7,34,0038,0019,0001,0011,0011,0028,0002,0000,0000,0000
10016449,2023-02-28,17:21:58,2,9,0034,0005,0000,0000,0000,0000,0000,0000,0000,0000
10016450,2023-02-28,17:26:50,9,43,0036,0011,0027,0013,0011,0044,0015,0018,0018,0000
10016451,2023-02-28,17:28:05,9,42,0021,0026,0026,0034,0031,0013,0013,0021,0030,0000
10016452,2023-03-01,11:01:23,6,30,0021,0003,0046,0031,0011,0008,0000,0000,0000,0000
10016453,2023-03-01,11:05:56,1,5,0025,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016454,2023-03-01,11:09:43,5,25,0018,0043,0044,0024,0031,0000,0000,0000,0000,0000
10016455,2023-03-01,11:12:16,5,24,0015,0014,0034,0015,0042,0000,0000,0000,0000,0000
10016456,2023-03-01,11:16:10,10,50,0027,0041,0031,0007,0020,0027,0027,0001,0046,0025
10016457,2023-03-01,11:17:43,1,5,0029,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016458,2023-03-01,11:19:35,6,29,0010,0044,0018,0014,0037,0024,0000,0000,0000,0000
10016459,2023-03-01,11:23:37,10,51,0017,0011,0030,0028,0012,0027,0006,0027,0042,0045
10016460,2023-03-01,11:28:30,5,22,0013,0029,0035,0019,0033,0000,0000,0000,0000,0000
10016461,2023-03-01,11:33:28,6,27,0023,0015,0021,0009,0005,0037,0000,0000,0000,0000
10016462,2023-03-01,11:35:01,2,11,0009,0045,0000,0000,0000,0000,0000,0000,0000,0000
10016463,2023-03-01,11:39:05,6,30,0044,0024,0028,0023,0032,0016,0000,0000,0000,0000
10016464,2023-03-01,11:41:59,2,9,0001,0033,0000,0000,0000,0000,0000,0000,0000,0000
10016465,2023-03-01,11:46:41,9,45,0022,0007,0028,0045,0038,0041,0004,0017,0002,0000
10016466,2023-03-01,11:48:30,10,47,0013,0002,0012,0003,0008,0020,0020,0036,0024,0016
10016467,2023-03-01,11:51:50,6,28,0023,0003,0037,0025,0034,0046,0000,0000,0000,0000
10016468,2023-03-01,11:54:54,3,15,0024,0042,0017,0000,0000,0000,0000,0000,0000,0000
10016469,2023-03-01,11:56:57,10,49,0039,0032,0032,0030,0036,0031,0041,0042,0029,0026
10016470,2023-03-01,11:58:52,1,4,0037,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016471,2023-03-01,12:00:39,6,31,0045,0012,0017,0006,0045,0037,0000,0000,0000,0000
10016472,2023-03-01,12:02:11,3,15,0015,0033,0045,0000,0000,0000,0000,0000,0000,0000
10016473,2023-03-01,12:06:05,2,10,0006,0001,0000,0000,0000,0000,0000,0000,0000,0000
10016474,2023-03-01,12:07:50,4,21,0046,0004,0005,0031,0000,0000,0000,0000,0000,0000
10016475,2023-03-01,12:10:41,5,24,0006,0017,0039,0023,0038,0000,0000,0000,0000,0000
10016476,2023-03-01,12:13:37,3,15,0014,0005,0013,0000,0000,0000,0000,0000,0000,0000
10016477,2023-03-01,12:17:22,2,10,0041,0006,0000,0000,0000,0000,0000,0000,0000,0000
10016478,2023-03-01,12:20:51,10,46,0044,0035,0009,0035,0003,0004,0005,0020,0035,0037
10016479,2023-03-01,12:21:59,5,23,0003,0008,0043,0020,0019,0000,0000,0000,0000,0000
10016480,2023-03-01,12:25:07,6,29,0037,0002,0041,0027,0003,0002,0000,0000,0000,0000
10016481,2023-03-01,12:29:46,6,30,0046,0007,0016,0015,0009,0018,0000,0000,0000,0000
10016482,2023-03-01,12:33:37,7,32,0021,0010,0029,0002,0036,0007,0035,0000,0000,0000
10016483,2023-03-01,12:37:27,9,42,0035,0011,0036,0007,0005,0037,0008,0026,0012,0000
10016484,2023-03-01,12:39:41,10,46,0019,0041,0035,0038,0037,0046,0011,0022,0005,0023
10016485,2023-03-01,12:41:45,7,32,0005,0037,0023,0015,0021,0017,0029,0000,0000,0000
10016486,2023-03-01,12:44:07,7,38,0021,0045,0044,0004,0012,0044,0045,0000,0000,0000
10016487,2023-03-01,12:45:49,6,27,0037,0015,0033,0035,0001,0043,0000,0000,0000,0000
10016488,2023-03-01,12:50:39,8,40,0016,0043,0032,0024,0044,0004,0040,0018,0000,0000
10016489,2023-03-01,12:53:20,6,30,0015,0013,0026,0040,0002,0032,0000,0000,0000,0000
10016490,2023-03-01,12:57:46,4,20,0033,0044,0011,0038,0000,0000,0000,0000,0000,0000
10016491,2023-03-01,13:00:26,4,17,0043,0022,0019,0036,0000,0000,0000,0000,0000,0000
10016492,2023-03-01,13:03:38,3,15,0007,0029,0040,0000,0000,0000,0000,0000,0000,0000
10016493,2023-03-01,13:08:14,7,34,0008,0043,0041,0014,0020,0040,0015,0000,0000,0000
10016494,2023-03-01,13:10:29,2,9,0029,0035,0000,0000,0000,0000,0000,0000,0000,0000
10016495,2023-03-01,13:12:04,9,43,0034,0001,0024,0031,0021,0014,0023,0044,0041,0000
10016496,2023-03-01,13:16:39,8,41,0013,0014,0002,0046,0031,0028,0043,0015,0000,0000
10016497,2023-03-01,13:19:53,10,47,0030,0022,0010,0033,0028,0026,0045,0018,0036,0002
10016498,2023-03-01,13:22:26,5,23,0022,0025,0007,0022,0029,0000,0000,0000,0000,0000
10016499,2023-03-01,13:26:10,1,5,0043,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016500,2023-03-01,13:27:17,8,39,0031,0044,0002,0029,0021,0041,0035,0030,0000,0000
10016501,2023-03-01,13:30:56,10,47,0032,0003,0014,0021,0043,0001,0025,0023,0024,0035
10016502,2023-03-01,13:34:57,9,42,0022,0041,0040,0026,0019,0039,0021,0016,0011,0000
10016503,2023-03-01,13:37:14,8,39,0021,0043,0015,0012,0009,0032,0016,0006,0000,0000
10016504,2023-03-01,13:41:51,8,36,0011,0012,0023,0033,0009,0031,0037,0033,0000,0000
10016505,2023-03-01,13:44:18,5,23,0033,0004,0021,0002,0008,0000,0000,0000,0000,0000
10016506,2023-03-01,13:46:28,8,39,0019,0001,0017,0015,0041,0025,0005,0014,0000,0000
10016507,2023-03-01,13:47:55,7,33,0041,0005,0037,0029,0041,0002,0019,0000,0000,0000
10016508,2023-03-01,13:52:14,3,15,0028,0005,0001,0000,0000,0000,0000,0000,0000,0000
10016509,2023-03-01,13:54:32,2,10,0034,0045,0000,0000,0000,0000,0000,0000,0000,0000
10016510,2023-03-01,13:57:05,6,28,0003,0025,0022,0038,0022,0004,0000,0000,0000,0000
10016511,2023-03-01,13:58:06,7,34,0024,0043,0006,0026,0025,0029,0035,0000,0000,0000
10016512,2023-03-01,14:02:36,8,36,0015,0034,0002,0037,0011,0036,0013,0019,0000,0000
10016513,2023-03-01,14:07:08,10,49,0009,0024,0012,0031,0009,0001,0039,0019,0002,0012
10016514,2023-03-01,14:11:23,10,49,0032,0045,0040,0007,0039,0001,0014,0035,0020,0001
10016515,2023-03-01,14:15:54,6,28,0015,0018,0020,0033,0029,0045,0000,0000,0000,0000
10016516,2023-03-01,14:19:42,5,24,0005,0043,0043,0021,0002,0000,0000,0000,0000,0000
10016517,2023-03-01,14:23:03,5,25,0013,0010,0038,0004,0003,0000,0000,0000,0000,0000
10016518,2023-03-01,14:26:40,8,40,0007,0002,0003,0006,0004,0041,0014,0003,0000,0000
10016519,2023-03-01,14:28:47,10,48,0039,0014,0010,0037,0028,0026,0013,0007,0039,0018
10016520,2023-03-01,14:30:11,2,10,0046,0019,0000,0000,0000,0000,0000,0000,0000,0000
10016521,2023-03-01,14:32:54,7,33,0004,0032,0021,0001,0035,0009,0041,0000,0000,0000
10016522,2023-03-01,14:37:29,4,19,0043,0036,0027,0017,0000,0000,0000,0000,0000,0000
10016523,2023-03-01,14:41:35,2,9,0030,0036,0000,0000,0000,0000,0000,0000,0000,0000
10016524,2023-03-01,14:44:01,10,49,0039,0042,0012,0032,0025,0034,0005,0025,0041,0013
10016525,2023-03-01,14:47:09,4,18,0018,0001,0032,0023,0000,0000,0000,0000,0000,0000
10016526,2023-03-01,14:48:51,1,5,0009,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016527,2023-03-01,14:52:42,6,30,0010,0044,0033,0011,0024,0008,0000,0000,0000,0000
10016528,2023-03-01,14:55:02,9,44,0015,0014,0001,0032,0019,0003,0008,0031,0028,0000
10016529,2023-03-01,14:58:00,10,47,0029,0029,0033,0018,0029,0040,0041,0015,0018,0006
10016530,2023-03-01,15:00:15,1,5,0017,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016531,2023-03-01,15:03:57,8,37,0025,0019,0029,0037,0013,0039,0017,0022,0000,0000
10016532,2023-03-01,15:05:46,7,34,0029,0013,0014,0017,0038,0036,0002,0000,0000,0000
10016533,2023-03-01,15:07:50,2,10,0004,0027,0000,0000,0000,0000,0000,0000,0000,0000
10016534,2023-03-01,15:11:13,2,10,0028,0039,0000,0000,0000,0000,0000,0000,0000,0000
10016535,2023-03-01,15:12:38,9,45,0008,0006,0014,0004,0014,0029,0020,0043,0045,0000
10016536,2023-03-01,15:16:59,3,15,0022,0045,0011,0000,0000,0000,0000,0000,0000,0000
10016537,2023-03-01,15:21:28,2,9,0016,0022,0000,0000,0000,0000,0000,0000,0000,0000
10016538,2023-03-01,15:24:41,8,38,0006,0014,0018,0021,0012,0016,0029,0030,0000,0000
10016539,2023-03-01,15:27:54,2,8,0022,0035,0000,0000,0000,0000,0000,0000,0000,0000
10016540,2023-03-01,15:29:26,9,44,0014,0008,0023,0001,0045,0042,0033,0042,0041,0000
10016541,2023-03-01,15:34:16,5,25,0009,0029,0042,0044,0037,0000,0000,0000,0000,0000
10016542,2023-03-01,15:36:11,3,15,0011,0041,0004,0000,0000,0000,0000,0000,0000,0000
10016543,2023-03-01,15:40:07,4,22,0045,0004,0038,0046,0000,0000,0000,0000,0000,0000
10016544,2023-03-01,15:41:11,6,28,0035,0021,0027,0033,0003,0044,0000,0000,0000,0000
10016545,2023-03-01,15:42:12,5,23,0022,0022,0025,0014,0001,0000,0000,0000,0000,0000
10016546,2023-03-01,15:45:00,10,48,0028,0022,0007,0006,0010,0022,0039,0007,0008,0007
10016547,2023-03-01,15:49:42,9,44,0029,0032,0023,0045,0035,0011,0001,0007,0006,0000
10016548,2023-03-01,15:52:11,5,23,0018,0012,0033,0009,0025,0000,0000,0000,0000,0000
10016549,2023-03-01,15:55:51,10,47,0038,0032,0032,0028,0025,0022,0023,0025,0001,0034
10016550,2023-03-01,15:58:15,6,29,0032,0021,0031,0028,0010,0025,0000,0000,0000,0000
10016551,2023-03-01,15:59:28,9,44,0001,0045,0043,0028,0009,0007,0008,0023,0021,0000
10016552,2023-03-01,16:01:49,10,46,0012,0018,0022,0016,0025,0016,0018,0020,0043,0017
10016553,2023-03-01,16:05:58,5,24,0021,0011,0034,0046,0003,0000,0000,0000,0000,0000
10016554,2023-03-01,16:10:07,8,39,0027,0015,0016,0026,0002,0013,0039,0034,0000,0000
10016555,2023-03-01,16:13:25,6,28,0039,0020,0025,0016,0034,0032,0000,0000,0000,0000
10016556,2023-03-01,16:16:30,10,47,0013,0008,0032,0003,0033,0034,0031,0013,0037,0043
10016557,2023-03-01,16:20:31,10,50,0045,0029,0012,0044,0004,0036,0034,0013,0016,0012
10016558,2023-03-01,16:23:54,8,38,0013,0011,0017,0024,0035,0028,0018,0003,0000,0000
10016559,2023-03-01,16:27:35,5,26,0028,0027,0044,0003,0013,0000,0000,0000,0000,0000
10016560,2023-03-01,16:31:20,8,41,0038,0045,0018,0017,0010,0042,0046,0026,0000,0000
10016561,2023-03-01,16:33:30,10,48,0016,0030,0012,0010,0042,0035,0028,0033,0008,0014
10016562,2023-03-01,16:34:38,3,14,0028,0020,0014,0000,0000,0000,0000,0000,0000,0000
10016563,2023-03-01,16:39:23,7,32,0021,0011,0034,0001,0010,0033,0013,0000,0000,0000
10016564,2023-03-01,16:41:12,7,34,0037,0032,0007,0032,0031,0003,0016,0000,0000,0000
10016565,2023-03-01,16:44:58,3,13,0024,0035,0037,0000,0000,0000,0000,0000,0000,0000
10016566,2023-03-01,16:46:33,10,47,0043,0024,0010,0021,0015,0008,0019,0008,0014,0019
10016567,2023-03-01,16:47:50,5,23,0008,0036,0017,0011,0018,0000,0000,0000,0000,0000
10016568,2023-03-01,16:50:39,1,6,0045,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016569,2023-03-01,16:54:59,4,20,0003,0033,0045,0002,0000,0000,0000,0000,0000,0000
10016570,2023-03-01,16:56:50,2,9,0014,0020,0000,0000,0000,0000,0000,0000,0000,0000
10016571,2023-03-01,17:00:32,5,25,0021,0045,0006,0038,0029,0000,0000,0000,0000,0000
10016572,2023-03-01,17:02:09,2,9,0043,0020,0000,0000,0000,0000,0000,0000,0000,0000
10016573,2023-03-01,17:06:29,4,18,0004,0023,0007,0021,0000,0000,0000,0000,0000,0000
10016574,2023-03-01,17:11:26,8,40,0025,0011,0045,0008,0014,0042,0004,0020,0000,0000
10016575,2023-03-01,17:12:39,10,47,0001,0021,0002,0005,0028,0007,0017,0019,0025,0021
10016576,2023-03-01,17:15:34,8,41,0006,0003,0045,0011,0027,0025,0032,0002,0000,0000
10016577,2023-03-01,17:16:36,3,14,0035,0010,0007,0000,0000,0000,0000,0000,0000,0000
10016578,2023-03-01,17:21:05,9,43,0040,0038,0023,0019,0006,0040,0005,0043,0014,0000
10016579,2023-03-01,17:25:47,9,42,0034,0041,0019,0004,0009,0010,0036,0043,0010,0000
10016580,2023-03-01,17:29:31,8,41,0043,0004,0037,0007,0008,0013,0045,0046,0000,0000
10016581,2023-03-01,17:33:41,6,30,0040,0041,0006,0043,0008,0025,0000,0000,0000,0000
10016582,2023-03-01,17:37:51,8,40,0032,0029,0044,0012,0011,0018,0009,0006,0000,0000
10016583,2023-03-01,17:39:15,4,21,0031,0046,0026,0028,0000,0000,0000,0000,0000,0000
10016584,2023-03-01,17:42:39,2,10,0007,0031,0000,0000,0000,0000,0000,0000,0000,0000
10016585,2023-03-01,17:47:33,5,25,0006,0012,0032,0038,0029,0000,0000,0000,0000,0000
10016586,2023-03-01,17:49:58,9,43,0024,0004,0041,0021,0024,0044,0042,0035,0036,0000
10016587,2023-03-02,11:01:44,7,32,0020,0036,0003,0041,0003,0041,0035,0000,0000,0000
10016588,2023-03-02,11:04:24,10,47,0034,0008,0003,0027,0034,0041,0003,0020,0012,0041
10016589,2023-03-02,11:08:10,2,8,0033,0018,0000,0000,0000,0000,0000,0000,0000,0000
10016590,2023-03-02,11:10:08,9,45,0007,0018,0007,0012,0002,0046,0033,0024,0045,0000
10016591,2023-03-02,11:14:01,8,40,0045,0016,0017,0003,0009,0020,0004,0042,0000,0000
10016592,2023-03-02,11:17:09,8,36,0018,0035,0018,0035,0031,0044,0036,0039,0000,0000
10016593,2023-03-02,11:21:33,7,34,0040,0036,0040,0005,0029,0032,0031,0000,0000,0000
10016594,2023-03-02,11:24:32,4,18,0015,0023,0022,0005,0000,0000,0000,0000,0000,0000
10016595,2023-03-02,11:28:04,5,25,0015,0015,0031,0041,0012,0000,0000,0000,0000,0000
10016596,2023-03-02,11:31:37,8,37,0042,0036,0034,0009,0010,0039,0007,0023,0000,0000
10016597,2023-03-02,11:35:22,9,43,0027,0007,0023,0005,0013,0019,0043,0031,0016,0000
10016598,2023-03-02,11:38:18,10,52,0010,0011,0014,0025,0044,0046,0007,0016,0026,0030
10016599,2023-03-02,11:42:48,1,5,0040,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016600,2023-03-02,11:47:09,5,26,0001,0014,0046,0029,0031,0000,0000,0000,0000,0000
10016601,2023-03-02,11:48:38,6,27,0014,0018,0023,0022,0039,0010,0000,0000,0000,0000
10016602,2023-03-02,11:50:55,9,45,0042,0006,0035,0044,0030,0015,0025,0026,0014,0000
10016603,2023-03-02,11:52:37,7,34,0038,0007,0029,0015,0030,0004,0022,0000,0000,0000
10016604,2023-03-02,11:56:42,10,52,0045,0032,0011,0010,0043,0031,0011,0017,0012,0046
10016605,2023-03-02,11:58:39,3,15,0003,0004,0017,0000,0000,0000,0000,0000,0000,0000
10016606,2023-03-02,12:01:43,9,43,0007,0029,0031,0021,0042,0032,0018,0002,0024,0000
10016607,2023-03-02,12:05:15,2,9,0017,0034,0000,0000,0000,0000,0000,0000,0000,0000
10016608,2023-03-02,12:09:38,3,14,0043,0009,0035,0000,0000,0000,0000,0000,0000,0000
10016609,2023-03-02,12:10:50,9,44,0033,0015,0028,0038,0032,0042,0013,0038,0001,0000
10016610,2023-03-02,12:13:39,5,24,0031,0025,0012,0015,0034,0000,0000,0000,0000,0000
10016611,2023-03-02,12:16:47,3,15,0023,0005,0044,0000,0000,0000,0000,0000,0000,0000
10016612,2023-03-02,12:21:11,2,10,0039,0014,0000,0000,0000,0000,0000,0000,0000,0000
10016613,2023-03-02,12:22:25,5,24,0037,0031,0046,0041,0037,0000,0000,0000,0000,0000
10016614,2023-03-02,12:25:13,5,26,0046,0013,0042,0011,0024,0000,0000,0000,0000,0000
10016615,2023-03-02,12:28:01,5,24,0018,0015,0031,0007,0038,0000,0000,0000,0000,0000
10016616,2023-03-02,12:31:24,4,21,0046,0005,0004,0043,0000,0000,0000,0000,0000,0000
10016617,2023-03-02,12:34:54,3,13,0004,0021,0023,0000,0000,0000,0000,0000,0000,0000
10016618,2023-03-02,12:39:16,1,5,0026,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016619,2023-03-02,12:42:01,5,23,0028,0019,0008,0031,0035,0000,0000,0000,0000,0000
10016620,2023-03-02,12:44:44,10,49,0020,0024,0007,0027,0027,0025,0010,0039,0042,0010
10016621,2023-03-02,12:46:19,9,44,0007,0012,0044,0034,0001,0038,0036,0025,0015,0000
10016622,2023-03-02,12:50:36,5,25,0005,0026,0029,0017,0032,0000,0000,0000,0000,0000
10016623,2023-03-02,12:55:07,6,30,0003,0040,0027,0009,0001,0005,0000,0000,0000,0000
10016624,2023-03-02,12:59:28,6,28,0035,0011,0004,0023,0008,0042,0000,0000,0000,0000
10016625,2023-03-02,13:03:55,8,38,0011,0036,0004,0027,0021,0010,0001,0025,0000,0000
10016626,2023-03-02,13:06:12,2,11,0044,0028,0000,0000,0000,0000,0000,0000,0000,0000
10016627,2023-03-02,13:10:26,6,29,0041,0010,0007,0023,0005,0024,0000,0000,0000,0000
10016628,2023-03-02,13:13:29,4,20,0001,0039,0028,0039,0000,0000,0000,0000,0000,0000
10016629,2023-03-02,13:17:37,8,41,0024,0014,0001,0043,0045,0001,0011,0011,0000,0000
10016630,2023-03-02,13:19:23,10,46,0036,0037,0012,0022,0028,0041,0038,0005,0034,0027
10016631,2023-03-02,13:22:30,2,8,0018,0037,0000,0000,0000,0000,0000,0000,0000,0000
10016632,2023-03-02,13:27:13,3,13,0025,0018,0020,0000,0000,0000,0000,0000,0000,0000
10016633,2023-03-02,13:29:32,10,50,0033,0009,0011,0024,0046,0016,0024,0003,0032,0004
10016634,2023-03-02,13:31:47,10,50,0018,0003,0046,0041,0024,0038,0014,0025,0024,0029
10016635,2023-03-02,13:36:16,7,32,0019,0030,0024,0038,0037,0040,0018,0000,0000,0000
10016636,2023-03-02,13:39:06,3,15,0026,0042,0028,0000,0000,0000,0000,0000,0000,0000
10016637,2023-03-02,13:41:09,1,5,0003,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016638,2023-03-02,13:46:02,1,6,0044,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016639,2023-03-02,13:48:48,10,47,0015,0034,0032,0015,0015,0025,0019,0018,0025,0013
10016640,2023-03-02,13:51:58,9,45,0041,0013,0005,0042,0006,0012,0013,0003,0012,0000
10016641,2023-03-02,13:54:39,5,25,0026,0027,0017,0026,0005,0000,0000,0000,0000,0000
10016642,2023-03-02,13:56:25,2,11,0007,0046,0000,0000,0000,0000,0000,0000,0000,0000
10016643,2023-03-02,13:57:57,1,4,0022,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016644,2023-03-02,14:02:22,6,29,0006,0024,0019,0017,0024,0024,0000,0000,0000,0000
10016645,2023-03-02,14:03:42,3,13,0023,0016,0022,0000,0000,0000,0000,0000,0000,0000
10016646,2023-03-02,14:08:36,7,33,0038,0030,0017,0005,0022,0008,0034,0000,0000,0000
10016647,2023-03-02,14:12:54,5,22,0021,0029,0019,0014,0020,0000,0000,0000,0000,0000
10016648,2023-03-02,14:17:09,3,14,0022,0012,0029,0000,0000,0000,0000,0000,0000,0000
10016649,2023-03-02,14:22:03,3,12,0018,0018,0034,0000,0000,0000,0000,0000,0000,0000
10016650,2023-03-02,14:24:43,5,23,0011,0034,0018,0036,0044,0000,0000,0000,0000,0000
10016651,2023-03-02,14:29:12,9,41,0022,0005,0036,0007,0020,0010,0034,0007,0015,0000
10016652,2023-03-02,14:31:03,9,45,0029,0002,0036,0032,0046,0026,0025,0003,0027,0000
10016653,2023-03-02,14:34:44,5,24,0044,0011,0019,0006,0036,0000,0000,0000,0000,0000
10016654,2023-03-02,14:39:07,10,49,0043,0013,0015,0015,0018,0026,0042,0042,0016,0040
10016655,2023-03-02,14:41:36,3,15,0007,0007,0010,0000,0000,0000,0000,0000,0000,0000
10016656,2023-03-02,14:45:00,1,6,0045,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016657,2023-03-02,14:47:15,4,18,0013,0020,0020,0007,0000,0000,0000,0000,0000,0000
10016658,2023-03-02,14:49:41,9,43,0034,0018,0031,0024,0010,0001,0007,0016,0016,0000
10016659,2023-03-02,14:51:44,10,49,0035,0025,0020,0008,0027,0041,0006,0043,0046,0017
10016660,2023-03-02,14:55:05,10,51,0031,0024,0046,0045,0040,0043,0037,0042,0032,0031
10016661,2023-03-02,14:56:25,1,5,0006,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016662,2023-03-02,15:00:13,2,10,0008,0011,0000,0000,0000,0000,0000,0000,0000,0000
10016663,2023-03-02,15:02:02,6,29,0037,0031,0013,0043,0029,0002,0000,0000,0000,0000
10016664,2023-03-02,15:03:42,8,37,0011,0002,0028,0003,0021,0019,0031,0034,0000,0000
10016665,2023-03-02,15:07:31,7,34,0031,0010,0027,0028,0041,0028,0021,0000,0000,0000
10016666,2023-03-02,15:10:21,1,5,0017,0000,0000,0000,0000,0000,0000,0000,0000,0000
10016667,2023-03-02,15:14:56,6,30,0041,0002,0043,0040,0006,0026,0000,0000,0000,0000
10016668,2023-03-02,15:18:01,7,35,0031,0033,0012,0038,0044,0029,0042,0000,0000,0000
10016669,2023-03-02,15:20:56,7,36,0030,0008,0013,0044,0024,0004,0028,0000,0000,0000
10016670,2023-03-02,15:22:13,8,37,0041,0031,0019,0024,0005,0016,0035,0023,0000,0000
